0,0,0,0,0,1.4443388244444906,1525
0,0,0,0,1,0.9945456046542812,104
0,0,0,0,2,0.8485584498542561,81
0,0,0,0,3,0.9309443477720802,164
0,0,0,0,4,1.2897682315215342,144
0,0,0,1,0,1.211840193217708,2259
0,0,0,1,1,1.0495210433160327,219
0,0,0,1,2,1.0881514035801478,183
0,0,0,1,3,1.0099035383919897,267
0,0,0,1,4,1.0870214653124297,428
0,0,0,2,0,1.536940140583127,4319
0,0,0,2,1,1.1421843655793393,333
0,0,0,2,2,1.0478163095476927,336
0,0,0,2,3,1.1633086359960931,340
0,0,0,2,4,1.2182326586146293,466
0,0,1,0,0,0.0,0
0,0,1,0,1,0.0,0
0,0,1,0,2,0.11873691181372488,2
0,0,1,0,3,0.0,0
0,0,1,0,4,0.16030401192014695,4
0,0,1,1,0,0.0015063576166323572,3
0,0,1,1,1,0.46723623736687675,12
0,0,1,1,2,0.0,0
0,0,1,1,3,0.01715314417877617,2
0,0,1,1,4,0.003839053419033811,3
0,0,1,2,0,0.3319842082038127,7
0,0,1,2,1,0.6427447602631823,30
0,0,1,2,2,0.3930300157674531,11
0,0,1,2,3,0.17752896315261918,7
0,0,1,2,4,0.5105445684297212,11
0,0,2,0,0,0.0,0
0,0,2,0,1,0.0,0
0,0,2,0,2,0.0,0
0,0,2,0,3,0.0,0
0,0,2,0,4,0.0,0
0,0,2,1,0,0.0,0
0,0,2,1,1,0.0,0
0,0,2,1,2,0.0,0
0,0,2,1,3,0.0,0
0,0,2,1,4,0.0,0
0,0,2,2,0,0.0,0
0,0,2,2,1,0.0,0
0,0,2,2,2,0.0,0
0,0,2,2,3,0.0,0
0,0,2,2,4,0.0,0
0,1,0,0,0,1.0353444978224033,1453
0,1,0,0,1,0.8852715483280881,167
0,1,0,0,2,0.7008473765421257,192
0,1,0,0,3,0.8062306925777746,273
0,1,0,0,4,0.9335839888191328,321
0,1,0,1,0,1.148554994172142,2714
0,1,0,1,1,1.0137076097575057,620
0,1,0,1,2,0.9042454786464938,382
0,1,0,1,3,1.0057107900778364,499
0,1,0,1,4,1.0136024443856362,557
0,1,0,2,0,1.0275932435629636,4680
0,1,0,2,1,0.740350953669604,490
0,1,0,2,2,0.8661587546925004,441
0,1,0,2,3,0.8958580980260137,637
0,1,0,2,4,1.000979366964229,746
0,1,1,0,0,0.0,0
0,1,1,0,1,0.0011158949457039204,1
0,1,1,0,2,0.0,0
0,1,1,0,3,0.012398832730043559,1
0,1,1,0,4,0.02602866793582113,3
0,1,1,1,0,0.04113023104285271,7
0,1,1,1,1,0.05864502361134632,3
0,1,1,1,2,0.09614688653053767,4
0,1,1,1,3,0.2170386058740625,14
0,1,1,1,4,0.06388704786734103,3
0,1,1,2,0,0.34074228453262395,27
0,1,1,2,1,0.3437561936215886,10
0,1,1,2,2,0.648719921696591,55
0,1,1,2,3,0.2799187938490026,22
0,1,1,2,4,0.2201275203237032,13
0,1,2,0,0,0.0,0
0,1,2,0,1,0.0,0
0,1,2,0,2,0.0,0
0,1,2,0,3,0.0,0
0,1,2,0,4,0.0,0
0,1,2,1,0,0.0,0
0,1,2,1,1,0.0,0
0,1,2,1,2,0.0,0
0,1,2,1,3,0.0,0
0,1,2,1,4,0.0,0
0,1,2,2,0,0.0,0
0,1,2,2,1,0.0,0
0,1,2,2,2,0.0,0
0,1,2,2,3,0.0,0
0,1,2,2,4,0.0,0
0,2,0,0,0,1.0936684154278542,1132
0,2,0,0,1,0.6331046276016983,278
0,2,0,0,2,0.6431514697191161,208
0,2,0,0,3,0.8423669953891287,573
0,2,0,0,4,0.8612706691527244,281
0,2,0,1,0,0.9425714772509706,2122
0,2,0,1,1,0.7534649363816254,550
0,2,0,1,2,0.8549472570173757,462
0,2,0,1,3,0.8195414641529737,571
0,2,0,1,4,1.0176548478312737,1084
0,2,0,2,0,1.0012455241522238,3377
0,2,0,2,1,0.7919838639711815,758
0,2,0,2,2,0.8009566192942411,919
0,2,0,2,3,0.8198521630406601,691
0,2,0,2,4,0.8094325927527215,1037
0,2,1,0,0,0.019636955903203027,3
0,2,1,0,1,0.005902044118311953,2
0,2,1,0,2,0.00596451456028547,2
0,2,1,0,3,0.0,0
0,2,1,0,4,0.0456341808182387,6
0,2,1,1,0,0.10450403752983518,12
0,2,1,1,1,0.09435227024202587,8
0,2,1,1,2,0.2350567294946888,23
0,2,1,1,3,0.056469828595676466,4
0,2,1,1,4,0.0434171825623802,8
0,2,1,2,0,0.5075132142536134,65
0,2,1,2,1,0.16657003595429862,20
0,2,1,2,2,0.23395106034292995,15
0,2,1,2,3,0.26854233024184115,33
0,2,1,2,4,0.34508104564566977,18
0,2,2,0,0,0.0,0
0,2,2,0,1,0.0,0
0,2,2,0,2,0.0,0
0,2,2,0,3,0.0,0
0,2,2,0,4,0.0,0
0,2,2,1,0,0.0,0
0,2,2,1,1,0.0,0
0,2,2,1,2,0.0,0
0,2,2,1,3,0.0,0
0,2,2,1,4,0.0,0
0,2,2,2,0,0.0,0
0,2,2,2,1,0.0,0
0,2,2,2,2,0.0,0
0,2,2,2,3,0.0,0
0,2,2,2,4,0.0,0
0,3,0,0,0,0.6265778812879227,978
0,3,0,0,1,0.5467009465706196,321
0,3,0,0,2,0.6324092165344465,310
0,3,0,0,3,0.5932904538579777,430
0,3,0,0,4,0.8302990378479088,356
0,3,0,1,0,0.9679998154194521,1256
0,3,0,1,1,0.4926902833821235,669
0,3,0,1,2,0.3580699606271706,541
0,3,0,1,3,0.4482510046356547,673
0,3,0,1,4,0.9485387634496989,1194
0,3,0,2,0,0.8922385451065897,1918
0,3,0,2,1,0.5064941975786934,829
0,3,0,2,2,0.4341167526032529,857
0,3,0,2,3,0.458244084461647,915
0,3,0,2,4,0.6624306128017641,1161
0,3,1,0,0,0.06014091583162748,3
0,3,1,0,1,0.023767863742461363,2
0,3,1,0,2,0.01752483741633177,3
0,3,1,0,3,0.0,0
0,3,1,0,4,0.0,0
0,3,1,1,0,0.07851222094437331,9
0,3,1,1,1,0.08534217646611555,6
0,3,1,1,2,0.14261480048701522,8
0,3,1,1,3,0.12850142989724922,7
0,3,1,1,4,0.21623874198095122,22
0,3,1,2,0,0.24116472311432108,28
0,3,1,2,1,0.2680567715151954,76
0,3,1,2,2,0.24029865799115332,25
0,3,1,2,3,0.23726626980320015,58
0,3,1,2,4,0.3433298614914199,63
0,3,2,0,0,0.0,0
0,3,2,0,1,0.0,0
0,3,2,0,2,0.0,0
0,3,2,0,3,0.0,0
0,3,2,0,4,0.0,0
0,3,2,1,0,0.0,0
0,3,2,1,1,0.0,0
0,3,2,1,2,0.0,0
0,3,2,1,3,0.0,0
0,3,2,1,4,0.0,0
0,3,2,2,0,0.0,0
0,3,2,2,1,0.0,0
0,3,2,2,2,0.0,0
0,3,2,2,3,0.0,0
0,3,2,2,4,0.0,0
1,0,0,0,0,1.7775123900408054,2722
1,0,0,0,1,1.2414576845977734,143
1,0,0,0,2,1.377739949832389,86
1,0,0,0,3,1.4157587457642016,141
1,0,0,0,4,1.4964351444853483,178
1,0,0,1,0,1.5347444224531965,3845
1,0,0,1,1,1.5098907279627605,184
1,0,0,1,2,1.9967402572730926,747
1,0,0,1,3,1.5865432524038683,417
1,0,0,1,4,1.5741574744227806,367
1,0,0,2,0,1.9202423342039543,7622
1,0,0,2,1,1.477857017821405,312
1,0,0,2,2,1.9082012367810959,339
1,0,0,2,3,1.4610525632748115,334
1,0,0,2,4,1.6125175594576957,437
1,0,1,0,0,0.0,0
1,0,1,0,1,0.0,0
1,0,1,0,2,0.0,0
1,0,1,0,3,0.09602177947207424,2
1,0,1,0,4,0.0,0
1,0,1,1,0,0.008679358908162491,1
1,0,1,1,1,0.014200074062842528,1
1,0,1,1,2,0.13866156832524762,3
1,0,1,1,3,0.5958812299624219,14
1,0,1,1,4,0.028992165160001707,1
1,0,1,2,0,0.3102673843861128,15
1,0,1,2,1,0.259120367993336,10
1,0,1,2,2,0.16846298113383457,3
1,0,1,2,3,0.9892591227419585,39
1,0,1,2,4,0.4730250059702236,25
1,0,2,0,0,0.0,0
1,0,2,0,1,0.0,0
1,0,2,0,2,0.0,0
1,0,2,0,3,0.0,0
1,0,2,0,4,0.0,0
